t,f_05,f_1,f_2,f_5,f_10,f_20,f_50
0.0985971943887776,251240.475809123,125638.150187772,62772.8723499461,25122.0792436417,12524.8185356867,6293.96956715623,2542.89291839991
0.098997995991984,251180.03733654,125599.718771328,62772.9138007915,25150.9231440234,12561.7189242549,6185.80445070283,2521.67874082783
0.0993987975951904,251019.24162913,125573.187133194,62743.0043407889,25125.2038057296,12575.39187821,6299.87011293195,2518.04416849706
0.0997995991983968,250758.742166966,125419.125588472,62707.2077415473,25110.8443179152,12600.9589608093,6310.25045486428,2533.84974892149
0.100200400801603,250200.998035086,125149.212106377,62586.8303365349,25079.5219026189,12569.0171028769,6316.47669110202,2539.22182829933
0.10060120240481,247573.208839878,124077.32394036,62250.5165084046,25044.4943454726,12549.0091235956,6313.41869944586,2537.80594770321
0.101002004008016,243843.040653714,122140.906874306,61223.674486863,24774.7539378241,12573.9390563048,6322.85881281163,2508.99681221882
0.101402805611222,242647.248725178,121268.423597872,60602.9657552701,24400.9671227187,12492.8331288892,6315.11211318969,2525.01977342294
0.101803607214429,243873.955503422,121890.699673447,60828.8249127499,24267.5175438043,12305.957027796,6322.16327651538,2514.89257853457
0.102204408817635,244439.752813336,122231.829076004,61068.50047446,24423.5616556273,12153.3499311971,6272.58591909427,2501.46050624263
0.102605210420842,243630.161346755,121918.42183449,61033.9614667833,24467.3645812579,12203.7369660622,6294.96810820742,2489.74896642124
0.103006012024048,242605.22193549,121329.74146042,60640.3686034926,24399.4471334876,12236.6345513336,6280.18003238955,2570.14139260392
0.103406813627255,243336.910493182,121638.811899286,60738.2768990368,24280.222061663,12208.8720983878,6216.79898162338,2492.64705882355
0.103807615230461,245177.582474844,122461.000542806,61122.5076452436,24341.2666683754,12149.3392557789,6119.4999610516,2492.64705882348
0.104208416833667,245758.778737097,122865.034133407,61378.659027234,24533.3457845374,12163.5458167324,6115.77011199368,2498.98467177991
0.104609218436874,246188.85768986,123091.163257127,61466.4917982293,24585.7854805894,12230.7431501836,6162.84140632802,2494.50678941315
0.10501002004008,246527.762038873,123255.020096658,61556.7224293662,24633.6027302564,12294.6219310492,6158.71126132061,2507.38711098393
0.105410821643287,238841.447074433,119441.294763497,60244.0055245143,24644.1788627563,12308.6390428204,6115.10329677433,2516.77806519991
0.105811623246493,239141.94132002,119591.233451697,59751.3876117272,23910.7374696348,12329.2356957833,6133.89413839139,2515.96966492003
0.106212424849699,239316.062976889,119677.119075132,59810.3549800253,23960.5381289445,12142.7215768156,6183.58509971025,2530.38929756468
0.106613226452906,246732.74536974,123378.745804558,61636.663755739,23959.1067248056,11974.3206884717,6208.84511191855,2511.67612797793
0.107014028056112,246549.415648894,123315.591678928,61659.7689257048,24690.9653479961,11998.0879843956,6210.16454383065,2500.22386531227
0.107414829659319,246263.361145294,123156.960978978,61589.2413911271,24671.6653815193,12259.0781024654,6209.28639335482,2502.66180072036
0.107815631262525,245704.379936486,122905.342841443,61456.5417132102,24621.9891558287,12333.851240572,6033.06359002452,2488.56324673554
0.108216432865731,244893.531751559,122545.074504947,61299.4990917726,24587.4497716114,12332.9957109377,6014.33423440427,2422.78079684964
0.108617234468938,243787.527657301,122001.638418258,61052.9907395642,24531.8355055318,12347.4246855187,6039.01548435761,2464.11481858231
0.109018036072144,240350.112592395,120594.102074856,60734.2206886063,24407.7287252694,12273.475852001,6167.37247014864,2456.64616969598
0.109418837675351,235144.504495529,117926.765903568,59244.4145220461,24156.8794859106,12239.2972871674,6199.22941151089,2472.97382494041
0.109819639278557,231532.183687039,115977.107107044,58203.9249143197,23627.9202043228,12196.625818476,6197.17422641451,2447.93415687081
0.110220440881764,229544.628591725,114876.700365721,57510.8292111393,23217.74748563,11955.1490195886,6178.76934853608,2437.43418445824
0.11062124248497,229706.274604982,114777.789788566,57288.6324942459,22996.7726003502,11763.6009316164,6170.34952668125,2440.35564879374
0.111022044088176,229761.402069485,114976.103441424,57616.7591304993,22995.2417584133,11564.0911168224,6157.01735297831,2461.13882114986
